meádhonacha meánacha
meághaigh meáigh
meághaite meáite
meídhreach meidhreach
Mh'lsheachlainn Mhaoilsheachlainn
mhac-san mhacsan
mhadradh madra
mhaidion mhaidin
mhaighdin mhaighdean
mhailliughadh moilliú
mhairbheochadh mharódh
mhairbhfeadh mharódh
mhaireachtain mhaireachtáil
mhairean mhaireann
mhairid mhaireann siad
mhairim-se mhairimse
mhaitha mhaithe
mhaithibh mhaithe
mhaithrín mháithrín
mhallaigthe mhallaithe
mhaoidhim-se maímse
mhar'óghadh mharódh
mharanna mharana
mharbhochadh mharódh
mharbóchadh mharódh
mharbú marú
mharcaig mharcaigh
mharcshluagh mharcshlua
Mheadhon-Fhóghmhar Meán Fómhair
Mheadhon-Foghmhair Meán Fómhair
Mheadhon-Fóghmhair Meán Fómhair
mheadhon-lae meán lae
mheadhon-lae mheán lae
mheadhon-laé mheán lae
mheadhon-líne meánlíne
mheadhon-oídhche mheán oíche
mhealltfadh mheallfadh
mheasan mheasann
mheasas-sa mheas mise
mheasfá-sa mheasfása
mhnaoí bhean
mholamair-na mholamarna
mholfainn-se mholfainnse
mhosgadh mhuscaed
mhothuighim-se mhothaímse
mhoíll mhoill
mhuinchilte mhuinchille
mhuineal mhuineál
mhuinirthle mhuinchille
mhuirbhfinn mharóinn
mhuireadhaigh mhuirí
Mhuireadhaigh Mhuirígh
mhácanta mhacánta
mhéadh méid
mhéidreacht mheadaracht
mhéireana mhéara
mhílseáinibh mhilseáin
mhíltibh mhílte
mhínuighadh mhíniú
mhírbhuilteach mhíorúilteach
mhóiridhe mhóraí
mhór-cháil mhórcháil
mhór-ghlórach mhórghlórach
mhór-is-fiú mór-is-fiú
mhór-thrócaire mhórthrócaire
mhóthóchadh mhothódh
mhúcadh mhúchadh
mi-chreidmheach míchreidmheach
mi-náireach mínáireach
mi-náisúntacha mínáisiúnta
mianfuigheach méanfach
Midheach Míoch
mil-bhriathracha milbhriathracha
miliúin milliúin
mio-nádurtha mínádúrtha
miochuaramach míchúramach
mion-bhóthar mionbhóthar
mion-riaghalta mionrialacha
mion-órdaibh mionoird
mion-úird mionoird
miondúthaigh miondúiche
miorbhuileach míorúilteach
miorbhuilteach míorúilteach
miorbhúilteach míorúilteach
mios-guiseach mioscaiseach
miriaghalta mírialta
misleáin milseáin
Mithiomh Meitheamh
miúlach miúile
miúnúil meonúil
mnaoi-rialta bean rialta
mná-rialta mná rialta
mná-uaisle mná uaisle
mnáibh-rialta mná rialta
moch-éirigh-each mochóireach
mochóirígheach mochóireach
modhmhail modhúil
modhtha modhanna
mogalach mogallach
moi-neach muirneach
moirneach muirneach
molaid molann siad
molaidh-se molaigíse
momhrach mómhar
mongruadh moingrua
mor-aigeantach móraigeanta
morguighthe morgtha
morála morálta
mothachaidh mothóidh
mothalach mothallach
motharach mothrach
mothuighim-se mothaímse
motháileach mothálach
moílleadóireacht moilleadóireacht
mrá mná
muicídhe muicí
muighe maí
muilean muileann
muill moill
Muimneach Muimhneach
muineála muiníl
muinghíneach muiníneach
muinighineach muiníneach
muinnteardhach muinteartha
muinntireach muinteartha
muinte múinte
muinteardhas muintearas
muintireach muinteartha
muiníghneach muiníneach
muirbheóchadh mharódh
muirbhfear marófar
muirbhfinn mharóinn
muirinneach muirnín
muirireach muirearach
muite moite
multachán moltachán
multhach mothallach
muncaoi moncaí
murbholg murlach
muthú mudhadh
Muímhneach Muimhneach
Muímhneachaibh Muimhnigh
Muímhnig Muimhnigh
muínteartha muinteartha
máchailleach máchaileach
máighistirí máistrí
máighistriúil máistriúil
máineáil máinneáil
máistiriúil máistriúil
már mar
mára mara
mé's mé agus
méidhreach meidhreach
méidreacht meadaracht
méidreachta meadarachta
méireana méara
méireasta méara
mí-adhmharach mí-ámharach
mí-bhéasach-ach míbhéasach
mí-cheadthach míchéadfach
mí-cheudfadhach míchéadfach
mí-choimheasach míchuibheasach
mí-chuibhsach míchuibheasach
mí-chéadtach míchéadfach
mí-chéadthach míchéadfach
mí-eólasach mí-eolach
mí-fhoidneach mífhoighneach
mí-fhoighidneach mífhoighneach
mí-fhortiúnach mífhortúnach
mí-iomcharach mí-iomprach
mí-nádurtha mínádúrtha
mí-nádúrta mínádúrtha
mí-riarach míréireach
mí-rúnmharach mírúnach
mí-sasta míshásta
mí-shasta míshásta
mí-shuaimneach míshuaimhneach
mí-shásamhach míshásta
mí-shíbhialta míshibhialta
mí-shíbhíalta míshibhialta
mí-thaitheanamhach míthaitneamhach
mí-thaithneamhacha míthaitneamhacha
mí-thoiltheanach míthoilteanach
mí-threóireach míthreorach
mí-thruaigheach míthruach
mí-ádhasach mí-ámharach
mí-ádhbharach mí-ámharach
mí-ádhbharacha mí-ámharacha
mí-éifeachtamhail mí-éifeachtúil
mích-uibhsach míchuibheasach
míchomhthromach míchothrom
míchuibhsach míchuibheasach
míchuibhsacha míchuibheasacha
míchuimheasach míchuibheasach
míchuíbhsach míchuibheasach
míchéadtach míchéadfach
míchúmtha míchumtha
mífhoighideach mífhoighneach
mígheanamnaidhe mígheanmnaí
mílteach millteach
míltibh mílte
míneáireach mínáireach
mínseach minseach
mío-adh mí-ádh
mío-chomhgarach míchóngarach
mío-chompóirteach míchompordach
mío-fhoidhneach mífhoighneach
mío-fhortunach mífhortúnach
mío-mhuinghineach mímhuiníneach
mío-nádurtha mínádúrtha
mío-shasta míshásta
mío-shuaimhneasach míshuaimhneasach
mío-stuamacha místuama
mío-thuisginteach míthuisceanach
mío-ághmharach mí-ámharach
míochuíbheasach míchuibheasach
míonach mianach
míonáireach mínáireach
míorbhuilte míorúiltí
míorbhuilteach míorúilteach
míorbhúil míorúilt
míorbhúileach míorúilteach
míorbhúilteach míorúilteach
míoshólásach míshólásach
míothaithneamhach míthaitneamhach
míothrrócaireach míthrócaireach
míothuigsionach míthuisceanach
mír-thoradh mírthoradh
mírbhuilteach míorúilteach
mírbhúilteach míorúilteach
mísle milse
míthaithneamhach míthaitneamhach
míádhbharach mí-ámharach
Móabíteach Móábach
módhmharach mómhar
móiméinte móimint
móir-ghreamanacha mórghreamannacha
móir-mheanmnach mórmheanmnach
móir-phianta mórphianta
móir-éachtach móréachtach
móirneach muirneach
móirthreudacha mórthréadacha
mór-bhriathrach mórbhriathrach
mór-bhrónach mórbhrónach
mór-bhuaidheartha mórbhuartha
mór-bhuilleach mórbhuilleach
mór-bhuilleadhach mórbhuilleach
mór-chainnteach mórchainteach
mór-chnámhach mórchnámhach
mór-chodaltacha mórchodlatacha
mór-chostasach mórchostasach
mór-chostasacha mórchostasacha
mór-chubhrach mórchúrach
mór-cháil mórcháil
mór-chómhachtach mórchumhachtach
mór-dhásachtach mórdhásachtach
mór-fhuaimneach mórfhuaimneach
mór-fhódach mórfhódach
mór-ghlonnach mórghlonnmhar
mór-ghlonnacha mórghlonnmhara
mór-ghlórach mórghlórach
mór-ghlóracha mórghlóracha
mór-ghníomhacha mórghníomhacha
mór-ghreadadh mórghreadadh
mór-ghéagach mórghéagach
mór-imeachtach mórimeachtach
mór-intinneach mórintinneach
mór-iongantach móriontach
mór-iongnadh mórionadh
mór-luacht mórluachacht
mór-mhaiseach mórmhaisiúil
mór-mheanmnach mórmheanmnach
mór-mhionnach mórmhionnach
mór-mholadh mórmholadh
mór-mhuinighneach mórmhuiníneach
mór-shiubhlach mórshiúlach
mór-shlóighte mórshluaite
mór-shúileach mórshúileach
mór-thaidhbhseach mórthaibhseach
mór-theichthe mórtheite
mór-theithmhe mórtheite
mór-thuillteach mórthuilteach
mór-thábhachtach mórthábhachtach
mór-áthasach móráthasach
mór-éifeachtach móréifeachtach
mórchroídheach mórchroíoch
mórdhachtach mórga
mórdálach mórálach
mórtusach mórtasach
múchtha múchta
múinean múineann
múinfad múinfidh mé
múinim-se múinimse
múirncach muirneach
múnlálta múnlaithe
músgluighthe múscailte
n-abarainn ndeirinn
n-abarthar ndeirtear
n-abradh ndeireadh
n-abraidís deiridís
n-abraim ndeirim
n-abrainn-se ndeirinnse
n-abruighinn ndeirinn
n-abruightí ndeirtí
n-aghaidh-ne n-aghaidhne
n-airighidís n-airídís
n-Albainn Albain
n-allód anallód
n-anmanna n-ainmneacha
n-anmnacha n-anamacha
n-aoiradh aoradh
n-aondtigh éindí
n-bhar bhur
n-bhur bhur
n-diu inniu
n-diú inniu
n-eirgheadh n-éiríodh
n-iartí n-iarrtaí
n-imteóchadh n-imeodh
n-inneosadh n-inseodh
n-inneosainn n-inseoinn
n-inneósadh inseodh
n-inneósadh n-inseodh
n-inneósainn n-inseoinn
n-inniseochadh n-inseodh
n-innstí insítí
n-olmhú n-ullmhú
n-Éirin Éirinn
n-éindtigh éindí
n-éinfeacht éineacht
n-éirgheadh n-éiríodh
n-éistfá n-éistfeá
n-érdam eardhamh
n-ólfainn-se n-ólfainnse
n-úbhall n-úll
naemhtha naofa
naeú naoú
naisgithe nasctha
naithreach nathrach
nalbanach albanach
namha namhaid
namhadach naimhdeach
namhaideach naimhdeach
namhdach naimhdeach
naoideug naoi déag
naoidheanta naíonda
naoidéag naoi déag
naomh-bhríoghach neamhbhríoch
naomh-thruailiú naomhthruailliú
naomh-ídhbirt naomhíobairt
naomhta naofa
naomhtha-sa naofasa
naomtha naofa
naomththa naofa
naon aon
naoímh naoimh
Nasaríteach Nazairéanach
nbhur bhur
ndainginiú ndaingniú
ndeacaidh ndeachaigh
ndeachadh ndeachaigh
ndeachainn rachainn
ndeanadh ndéanadh
ndeanfainn ndéanfainn
ndeanfá ndéanfá
ndeigh-thréithe ndea-thréithe
ndeinfar ndéanfar
ndeinfeadh ndéanfadh
ndeinfinn ndéanfainn
ndeinfí ndéanfaí
ndeára deara
ndeárnadar ndearnadar
ndiaig ndiaidh
ndiongnadh ndéanfadh
ndiu inniu
ndiú inniu
ndlightheadh ndlíthe
ndlíghthe ndlíthe
ndroch-dhlighthe ndrochdhlíthe
ndroch-ghníomhartha ndrochghníomhartha
ndubhart-sa ndúirt mise
ndéanaid ndéanann siad
ndéanainn-se ndéanainnse
ndéanfainn-se ndéanfainnse
ndéanfinn-se ndéanfainnse
ndéantá-sa ndéantása
ndéinidís ndéanaidís
ndéininn ndéanainn
ndéinteá ndéantá
ndéirfeadh ndéarfadh
ndíoluíacht ndíolaíocht
ndítheal ndícheall
ndóghfadh ndófadh
ndóighfeadh ndófadh
ndúnmharbhú ndúnmharú
ndúntí ndúntaí
nea-shuaimhneasach neamhshuaimhneasach
neachtarach neodrach
neachtrach neodrach
neafuiseach neafaiseach
neam-brígheach neamhbhríoch
neam-foidneach neamhfhoighneach
neam-thairbhtheach neamhthairbheach
neamaithiúil neamaitheach
neamathach neamaitheach
neamh-acairneach neamhacrach
neamh-acracha neamhacracha
neamh-amhruisteach neamhamhrasach
neamh-anngarach neamhangarach
neamh-aérach neamhaerach
neamh-bheusach neamhbhéasach
neamh-bhuadhartha neamhbhuartha
neamh-chailleamhnach neamhchailliúnach
neamh-chainnteach neamhchainteach
neamh-chaithteach neamhchaifeach
neamh-charráistiúil neamhchoráistiúil
neamh-chlaoidhte neamhchloíte
neamh-choimh-theach neamhchoimhthíoch
neamh-choitchionnta neamhchoitianta
neamh-choitchionta neamhchoitianta
neamh-chorbhuaiseach neamhchorrabhuaiseach
neamh-chuiseach neamhchúiseach
neamh-chuímseach neamhchuimseach
neamh-chómhngantach neamhchúntach
neamh-dheischréideach neamhdhiscréideach
neamh-dhlisteannach neamhdhlisteanach
neamh-eolgacha neamheolacha
neamh-eólgaiseach neamheolach
neamh-fheallsamhnach neamhfhealsúnach
neamh-fhoighdineach neamhfhoighneach
neamh-fhoighideach neamhfhoighneach
neamh-fhollusach neamhfhollasach
neamh-fhéidhmeach neamhfheidhmiúil
neamh-fhéiniúla neamhfhéiniúla
neamh-fhóghantach neamhfhóinteach
neamh-Ghaedhil neamh-Ghaeil
neamh-ghádhtarach neamhghátarach
neamh-loitthe neamhloite
neamh-léigheannta neamhléannta
neamh-maitheach neamaitheach
neamh-maithiúil neamaitheach
neamh-mhaoidh-teach neamh-mhaíteach
neamh-mhothuíach neamh-mhothaitheach
neamh-riaghalta neamhrialta
neamh-ruchóideach neamhurchóideach
neamh-shaoghaltach neamhshaolta
neamh-sholamhanta neamhshollúnta
neamh-shuaineasach neamhshuaimhneasach
neamh-shíbhialta neamhshibhialta
neamh-spleádhacha neamhspleácha
neamh-spéiseach neamhspéisiúil
neamh-suaimhneasach neamhshuaimhneasach
neamh-thaidhbhseach neamhthaibhseach
neamh-thruaghmhéileach neamhthruamhéalach
neamh-thruaigh-mhéileach neamhthruamhéalach
neamh-thruaighmhéileach neamhthruamhéalach
neamh-thróchaireach neamhthrócaireach
neamh-thuigsionnach neamhthuisceanach
neamh-théagarach neamhthéagartha
neamh-uramach neamhurramach
neamh-úntach neamhiontach
neamhaitheannta neamhaitheanta
neamhathtruaghach neamhatruach
neamhchaidheach neamhcháidheach
neamhchainnteach neamhchainteach
neamhcholatach neamhchodlatach
neamhchon-gantach neamhchúntach
neamhchonntabharthach neamhchontúirteach
neamhchorbhuaiseach neamhchorrabhuaiseach
neamhchuamannach neamhchumannach
neamhchuiseach neamhchúiseach
neamhchóruighthe neamhchóirithe
neamhdhireach neamhdhíreach
neamhdhlisdineach neamhdhlisteanach
neamhdhlistineach neamhdhlisteanach
neamheolgaiseach neamheolach
neamhfhailligheach neamhfhaillitheach
neamhghnathach neamhghnách
neamhghádh-tarach neamhghátarach
neamhimnidheach neamhimníoch
neamhmaitheach neamaiteach
neamhriaghalta neamhrialta
neamhriarach neamhréireach
neamhsheasamhach neamhsheasmhach
neamhshuain-easach neamhshuaimhneasach
neamhspleathach neamhspleách
neamhspleádhach neamhspleách
neamhthairbhtheach neamhthairbheach
neamhthaithneamhach neamhthaitneamhach
neamhthuairmeach neamhthuairimeach
neamhthuisgionach neamhthuisceanach
neamhthuisgionacha neamhthuisceanacha
neamhthusach neafaiseach
neamhurcóideach neamhurchóideach
nearraí n-earraí
neimh-riaghalta neamhrialta
neimh-shíbhialta neamhshibhialta
neimhspleádhach neamhspleách
neith nithe
neolta néalta
neosad inseoidh mé
neosad-sa inseoidh mise
neosaid insíonn siad
neosfad-sa inseoidh mise
neosfá inseofá
neámhdha neamhaí
neámhtha naofa
neómaite nóiméid
neómataí nóiméid
neósa inseoidh
neósad inseoidh mé
neósad-sa inseoidh mise
neósadh inseodh
neósaidís inseoidís
neósfad-sa inseoidh mise
neósfadsa inseoidh mise
neósfainn d'inseoinn
neósfidís inseoidís
neósfinn inseoinn
nGaedeal nGael
nGaedheilg nGaeilge
nGaedhlainn nGaeilge
nGaeulaing nGaeilge
nGaoidhilig nGaeilge
nGaédheal nGael
ngearadh ngearradh
nGearmáinn nGearmáin
ngeobhainn bhfaighinn
ngeóbhaidís bhfaighidís
ngeóbhfaí bhfaighfí
nGhaeluinn nGaeilge
ngioracht ngiorracht
nglacfidís nglacfaidís
nglaodhaidís nglaofaidís
nglaodhfad nglaofaidh mé
ngoibhearnóir ngobharnóir
ngradh ngrá
ngéibhionn ngéibheann
ngéilsine ngéillsine
nidhthibh nithe
nighfeadh nífeadh
nighfidh nífidh
ninead ionad
nochdaithe nocht
nochtta nocht
Nodhlaig Nollaig
Nodlaic Nollaig
Nua-ghaedhilge Nua-Ghaeilge
Nuaghaedhilg Nua-Ghaeilge
Nuaghaedhilge Nua-Ghaeilge
nuchtadh nochtadh
nuchttha nochta
nuádhdhéanta nuadhéanta
nuíbh uíbh
nádurthach nádúrtha
náiriste náirithe
náisiúnaibh náisiúin
náit áit
námhdach naimhdeach
néamh-úntach neamhiontach
néamhach néamhannach
néamhreach niamhrach
néithe nithe
néosfad-sa inseoidh mise
níghe ní
níl-mídne nílimidne
nílean níl
nílmid nílimid
nílmíd nílimid
ním-se déanaimse
nímhe nimhe
nímhneach nimhneach
níoctha n-íoctha
níoctha íoctha
nóimeata nóiméad
nóimint nóiméad
nóiminte nóiméad
nóimintí nóiméid
nóimit nóiméad
nóimite nóiméad
nóimite nóiméid
nómaint nóiméad
nómant nóiméad
nómat nóiméad
nótaidhibh nótaí
oban tobann
ocarach ocrach
ochtaidheach ochtach
ochtmhoghadh ochtó
ofhráil ofráil
oganach ógánach
oibhreóchaidh oibreoidh
oibhriughadh oibriú
oibreoghaimíd oibreoimid
oibrigidh oibrígí
oibriugadh oibriú
oidche oíche
oidh'e oíche
oidhché oíche
oigheallan oighneán
oighean oigheann
oilein oileáin
oill-phéiste ollphéisteanna
oillphéiste ollphéiste
oirbhidneach oirmhinneach
oirdheirc oirirc
oirdheirceach oirirc
oirean oireann
olamh ullamh
olfamaoid ólfaimid
ollmhathais ollmhaitheas
ollmughadh ullmhú
olmhú ullmhú
ologón olagón
omósach ómósach
onnus conas
onóireach onórach
onóraid onóraínn siad
onóraimíd onóraímid
orainn-na orainne
orainn-ne orainne
ordughadh-sa ordúsa
oreamhnach oiriúnach
orm-fhéin orm féin
orra-san orthusan
orraibh-se oraibhse
orrainn-ne orainne
orrtha orthu
orrthí uirthi
orrthú orthu
orta ortha
orta orthu
ortha-san orthusan
orthubh orthu
ortú orthu
osclochaidh osclóidh
osclochar osclófar
osgail-se oscailse
osgaladar osclaíodar
osgalóchad osclóidh mé
osgalóchadh osclódh
osgalófar osclófar
osglaighthe oscailte
osguilte oscailte
osta ósta
othaisg fóisc
oíche's oíche agus
oíthe oíche
pabhsaethe pósaetha
paidireoireacht paidreoireacht
pairliméide parlaiminte
paistighthe paisteáilte
paitionta paiteanta
parlameinte parlaiminte
parraiste paróiste
parróiste paróiste
peachadh peaca
peactha peacaithe
peanaideach peannaideach
peictiúirí pictiúir
peidhre péire
pharaiste pharóiste
pharliméid parlaimint
pharróiste paróiste
pharróiste pharóiste
pheactha pheaca
pheidhre phéire
phictúr phictiúr
phiúnta phionta
phiúnta pionta
phlanoid phláinéad
phleasg fhleasc
phléidh phlé
phléisg phléasc
phosadh phósadh
phosfadh phósfadh
Phrotasdúinibh Protastúnaigh
phrotestúntach Protastúnach
phrísún phríosún
phrísúnach phríosúnach
phurtaigh phortaigh
phéin phian
phíop phíopa
phócadh póca
phósaim-se phósaimse
phósfainn-se phósfainnse
pictúr pictiúr
pingní pinginí
piúnta pionta
plamásach plámásach
planoidí pláinéid
pléidh plé
pléir piléir
plúchtha plúchta
plúchtuighthe plúchta
pobhsatha pósaetha
poiliticeach polaitiúil
poinnteailte pointeáilte
politicach polaitiúil
politiceach polaitiúil
poll-phéisteach pollphéisteach
posálta pasáilte
poínnte pointe
praidhinneach práinneach
praitiniúil praitinniúil
prammsáil pramsáil
preabaid preabann siad
preabarnadh preabarnach
promsáil pramsáil
protestúntach Protastúnach
protustúin Protastúnaigh
prádhaineach práinneach
préachan préachán
préachtach préachta
prímh-eaglaise príomheaglaise
prímhinnsint príomhinsint
prímhinnsinte príomhinsinte
prímhinnsinte príomhinsintí
prímhléideach pribhléideach
prínsiobálta prionsabálta
príochán préachán
príomh-aireach príomh-aire
prísúnach príosúnach
prúitín brúitín
puible pubaill
puibliocánach poibleacánach
puirseach praiseach
páipéaraibh páipéir
páipéartha páipéir
párlaiméid parlaimint
párliméad parlaimint
pígheóg pióg
pígheóige pióige
pílears pílir
píolóite píolóta
píonta pionta
píop píopa
píordáil piardáil
pógaid pógann siad
pósadar phósadar
pósfainn phósfainn
rabadar rabhadar
rabhdlam rabhdalam
racaireacht reacaireacht
rachad-sa rachaidh mise
rachad-se rachaidh mise
rachadsa rachaidh mise
rachaid rachaidh siad
rachaidmid rachaimid
rachaimíd-ne rachaimidne
rachainn-se rachainnse
racham rachaimid
rachamaoid-ne rachaimidne
rachamuid-ne rachaimidne
rachfad-sa rachaidh mise
rachfaidís rachaidís
rachfamaoid rachaimid
rachmullach rachmasach
racht-aigeantacha rachtaigeanta
rachthaidhe rachfaí
raethe réanna
ragadh rachadh
ragh-aimíd rachaimid
raghad-sa rachaidh mise
raghadsa rachaidh mise
raghaimíd rachaimid
raghaimíd-ne rachaimidne
raghair-se rachaidh tusa
raghaltas rialtas
ragham rachaimid
ragham-ne rachaimidne
raghamaoid rachaimid
raghfá-sa rachfása
raghmaoid rachaimidne
raghmíd rachaimid
raghthá rachfá
raighdís rachaidís
raighmíd rachaimid
raince rince
rainneadar roinneadar
rainneadh roinneadh
raithineach raithneach
ramharú ramhrú
rammsach pramsach
rangadar ráiníodar
rangbháil rangabháil
rannadthóir rannadóir
ranng rang
ranpháirteach rannpháirteach
raobach réabach
raobtha réabtha
raol réal
raolacha réalacha
rapadh ropadh
ratréta raitréata
Reachtúire Raiftearaí
reagairneáil ragairne
reamh-ráidhte réamhráite
reidhtighthe réitithe
reilg reilig
reilge reilige
reisimeinte reisimint
reithí-buailte reithí buailte
reodhach reoch
reultogaí réaltóga
ri le
riachdanach riachtanach
riaghaltas-sa rialtas-sa
riaghlach rialach
riaghladh rialú
rialtogach réaltógach
rian-bhealach rianbhealach
rian-phoinnte rianphointe
righ-bhuidheach ríbhuíoch
righ-ghaisgidheach ríghaiscíoch
righineacáil righneáil
righneamar rinneamar
righthibh ríthe
ringceach rinceach
rinneamar-ne rinneamar
rioghain ríon
riothaid ritheann siad
riothaigí rithigí
riothfadh rithfeadh
rith-cainnte rith cainte
rithean ritheann
rithfad rithfidh mé
rithfad-sa rithfidh mise
rithid ritheann siad
riugadh rugadh
riúin rún
ro-bhaileach ró-bhaileach
ro-bhuidheach róbhuíoch
ro-chompóirteach róchompordach
ro-chruadhógach róchruógach
ro-dheisbhéalach ró-dheisbhéalach
ro-dhoineannta ródhoineanta
ro-fhaithcheach rófhaiteach
ro-fhollusach rófhollasach
ro-ghasta róghasta
ro-iarratasach ró-iarratach
ro-shalach róshalach
robairneach rabairneach
roghadh rogha
roghan rogha
roighneach roghnach
roiltheach roilleach
roimh-mhothú réamh-mhothú
roinnighidh roinnigí
rointe roinnte
rointeoir roinnteoir
rointí roinntí
roithneal roithleán
romhainn-ne romhainne
romhar rómhar
romhpú rompu
romhánacha rómhánacha
romhánachaibh rómhánaigh
romhánaigh rómhánaigh
routeáil rabhaiteáil
roímpi roimpi
ruadh-ghéimneach ruaghéimneach
Ruaidhrigh Ruairí
Ruairceach Ruarcach
ruchóideach urchóideach
rud-beag rud beag
rugthas rugadh
ruibhíneach ribhíneach
ruid ruda
ruithean ritheann
ráchadh rachadh
ráchaidh rachaidh
rád rá
ráiche ráithe
ráidte ráite
ráidthe ráite
ráitte ráite
rángamar rangaíomar
réabhadh réabadh
réaltan réalta
réaltannach réaltach
réaltha réalta
réidhteóghadh réiteodh
réidteóchadh réiteodh
réilt réaltaí
réilte réaltaí
réiltean réalta
réilthean réilteann
réilthín réiltín
réilthíní réiltíní
réim-dhíreach réimdhíreach
rí-fheileamhnach rífheiliúnach
rí-lághach rí-lách
rí-thaithneamhach ríthaitneamhach
rí-theighleach rítheaghlach
rí-áirdeallach rí-airdeallach
rígan ríon
rígh-bhuidheach ríbhuíoch
rígh-chórach ríchórach
rígh-shubháilceach ríshuáilceach
rígh-uaibhreach rí-uaibhreach
ríghne righne
ríghtheach rítheach
ríghtheadh rithe
ríogh-bhrónach ríbhrónach
ríogh-ghaisgidheach ríghaiscíoch
ríoghacht-sa ríochtsa
ríoghna ríona
ríoghraidh ríora
ríogna ríona
ríogra ríora
ríogradh ríora
ríth rith
ró-acmhuinneach ró-acmhainneach
ró-aereach ró-aerach
ró-aithphreabach ró-athphreabach
ró-amharasach ró-amhrasach
ró-anbhathach ró-anbhách
ró-anróghach ró-anróiteach
ró-ard-inntinneach ró-ardintinneach
ró-bhaodhach róbhuíoch
ró-bhaoghalach róbhaolach
ró-bheannuighthe róbheannaithe
ró-bhreágh róbhreá
ró-bhreóite róbhreoite
ró-bhrothalach róbhrothallach
ró-bhuadhartha róbhuartha
ró-bhuaidheartha róbhuartha
ró-bhuan-tseasmhach ró-bhuanseasmhach
ró-chainnteach róchainteach
ró-chaithte róchaite
ró-chroidhe-luaimneach ró-chroíluaineach
ró-chómhgarach róchóngarach
ró-deallramhach ródhealraitheach
ró-dhall-intleachtach ró-dhallintleachtach
ró-dheaghmhóideach ródheabhóideach
ró-dhiadhnach ródhéanach
ró-dhiadnach ródhéanach
ró-dhicheallach ródhícheallach
ró-dhásachtacha ródhásachtacha
ró-dhéidheannach ródhéanach
ró-dhéidhnach ródhéanach
ró-eólgach ró-eolach
ró-fheileamhnach rófheiliúnach
ró-fhollusach rófhollasach
ró-Ghaedhealach ró-Ghaelach
ró-gheal-gháireach ró-ghealgháireach
ró-ghiorrtach róghiortach
ró-lag-bhrígheach ró-lagbhríoch
ró-lag-bhríoghach ró-lagbhríoch
ró-lagbhrígheach ró-lagbhríoch
ró-leóchailleach róleochaileach
ró-liobarsach róliobarnach
ró-lághach ró-lách
ró-mhuinghineach rómhuiníneach
ró-oireamhnach ró-oiriúnach
ró-riachtanacha róriachtanacha
ró-ropannta ró-ropánta
ró-sgioptha rósciobtha
ró-shocamhlach róshócúlach
ró-thaithneamhach róthaitneamhach
ró-thrócuireach róthrócaireach
ró-uaibh-reach ró-uaibhreach
ró-utruighthe ró-otraithe
róchontabharthach róchontúirteach
róchosmhúil róchosúil
ródheidheanach ródhéanach
ródhéadhnach ródhéanach
róiteach anróiteach
róm romham
rómhad romhat
rómhainn-ne romhainne
rómhánaig rómhánaigh
rómpu rompu
rómpú rompu
rósdtha rósta
rósttha rósta
róstóchadh róstfadh
rún-cléireach rúnchléireach
rúnaire rúnaí
sabhálta sábháilte
sacraiméad sacraimint
sacraimínt sacraimint
Sacsana Sasana
Sacsanaibh Sasanaigh
Sacsonach Sasanach
Sadducíneach Sadúcach
Sadducínigh Sadúcaigh
sagartaibh sagairt
saghdú saighdeadh
Sagsan Sasana
Sagsanaibh Sasanaigh
saidhbhire saibhre
saigheadadh saighdeadh
saighseana saghsanna
saitheach sách
salan salann
salfúghadh sólfá
Samaritánach Samárach
samhasach sámhasach
samhluighim-se samhlaímse
samhluighthar samhlaítear
sannseáil sóinseáil
saobadh saobhadh
saobhnuíseach saobhnósach
saogal saol
saoghalach saolach
saoghaltach saolta
saoileach sílteach
saoilid síleann siad
saoilim-se sílimse
saoir-bhéasach saorbhéasach
saorsacht saoirse
saorsachta saoirse
saoruighthe saothraithe
saothruightheach saothrach
saothruightheacha saothracha
sar-eolacha sáreolacha
sargint sáirsint
Sasna Sasana
Sasnach Sasanach
sataltar satlaítear
satha saithe
sathach sách
sbáinfead taispeánfaidh mé
scalaideach scalóideach
scalaoideach scalóideach
scannradhach scanrúil
scaoilean scaoileann
scaptha scaipthe
scapthach scaipeach
scarabháil scarbháil
scarabhálta scarbháilte
scarúinte scaradh
scarúinte scartha
sceartann scairteann
sceinneadach scinnideach
sceinnebheartach sconnabheartach
sceinneideach scinnideach
sceólta scéalta
sciain scian
Scibiríneach Scibirín
sciobalach goblach
scioblach goblach
sciotha sciotadh
scoth-chuíbhsach scothchuibheasach
screach scréach
screuchadh scréachach
scriptiúir scrioptúr
scruitíneach scrutach
scrupalach scrupallach
scrí scríobh
scríobhfainn-se scríobhfainnse
scríobhthar scríobhtar
scríobthar scríobtar
scuibhte scafa
scuibhte scoite
scéanúlach scéiniúil
scéidheann sceitheann
scéimheach sciamhach
scóltha scólta
scúbha scamhadh
scúbhaite scafa
scúidhte scafa
scúite scafa
scúmhaite scafa
sdóigh is dóigh
seabhach seabhac
seach's seachas
seachain-se seachainse
seachmalach seachmallach
seachranach seachránach
seacht-mhuin-éalach seachtmhuineálach
seachtdeug seacht déag
seachtmhaineamhail seachtainiúil
seachtmhar seachtar
seachtmhuineach seachtainiúil
seafoideach seafóideach
sealadh seal
sean-aimsireach seanaimseartha
sean-bhéitheach seanbheithíoch
sean-cailleach seanchailleach
sean-chroiceann seanchraiceann
sean-fhocla seanfhocail
